,Date,High
2794,2017-02-09,45.24
2795,2017-02-10,45.23
2796,2017-02-13,45.57
2797,2017-02-14,45.58
2798,2017-02-15,46.72
2799,2017-02-16,45.69
2800,2017-02-17,45.34
2801,2017-02-21,45.61
2802,2017-02-22,46.34
2803,2017-02-23,46.14
2804,2017-02-24,45.55
2805,2017-02-27,45.74
2806,2017-02-28,45.75
2807,2017-03-01,46.41
2808,2017-03-02,46.13
2809,2017-03-03,46.0
2810,2017-03-06,45.69
2811,2017-03-07,45.92
2812,2017-03-08,46.19
2813,2017-03-09,46.12
2814,2017-03-10,46.2
2815,2017-03-13,47.0
2816,2017-03-14,46.76
2817,2017-03-15,46.55
2818,2017-03-16,46.62
2819,2017-03-17,46.9
2820,2017-03-20,47.16
2821,2017-03-21,47.19
2822,2017-03-22,46.14
2823,2017-03-23,46.78
2824,2017-03-24,46.86
2825,2017-03-27,46.48
2826,2017-03-28,46.76
2827,2017-03-29,46.84
2828,2017-03-30,47.04
2829,2017-03-31,46.7
2830,2017-04-03,46.85
2831,2017-04-04,46.47
2832,2017-04-05,46.92
2833,2017-04-06,46.43
2834,2017-04-07,46.53
2835,2017-04-10,47.42
2836,2017-04-11,47.21
2837,2017-04-12,47.16
2838,2017-04-13,47.11
2839,2017-04-17,47.42
2840,2017-04-18,47.74
2841,2017-04-19,47.88
2842,2017-04-20,47.84
2843,2017-04-21,47.77
2844,2017-04-24,48.2
2845,2017-04-25,48.46
2846,2017-04-26,48.47
2847,2017-04-27,48.47
2848,2017-04-28,48.5
2849,2017-05-01,48.78
2850,2017-05-02,49.3
2851,2017-05-03,49.19
2852,2017-05-04,48.68
2853,2017-05-05,48.66
2854,2017-05-08,48.96
2855,2017-05-09,49.67
2856,2017-05-10,49.6
2857,2017-05-11,49.71
2858,2017-05-12,49.75
2859,2017-05-15,49.94
2860,2017-05-16,51.12
2861,2017-05-17,50.7
2862,2017-05-18,50.03
2863,2017-05-19,51.23
2864,2017-05-22,51.08
2865,2017-05-23,50.9
2866,2017-05-24,50.59
2867,2017-05-25,50.75
2868,2017-05-26,50.74
2869,2017-05-30,50.94
2870,2017-05-31,50.65
2871,2017-06-01,50.7
2872,2017-06-02,50.75
2873,2017-06-05,50.88
2874,2017-06-06,50.76
2875,2017-06-07,50.72
2876,2017-06-08,55.94
2877,2017-06-09,57.39
2878,2017-06-12,54.55
2879,2017-06-13,54.08
2880,2017-06-14,54.26
2881,2017-06-15,52.76
2882,2017-06-16,53.3
2883,2017-06-19,55.03
2884,2017-06-20,54.9
2885,2017-06-21,55.17
2886,2017-06-22,55.45
2887,2017-06-23,54.99
2888,2017-06-26,55.6
2889,2017-06-27,54.73
2890,2017-06-28,55.1
2891,2017-06-29,54.92
2892,2017-06-30,54.73
2893,2017-07-03,55.25
2894,2017-07-05,55.84
2895,2017-07-06,55.2
2896,2017-07-07,54.91
2897,2017-07-10,54.98
2898,2017-07-11,55.35
2899,2017-07-12,56.57
2900,2017-07-13,56.68
2901,2017-07-14,57.41
2902,2017-07-17,57.88
2903,2017-07-18,58.74
2904,2017-07-19,59.33
2905,2017-07-20,58.58
2906,2017-07-21,58.4
2907,2017-07-24,58.5
2908,2017-07-25,58.36
2909,2017-07-26,59.03
2910,2017-07-27,60.22
2911,2017-07-28,59.64
2912,2017-07-31,59.89
2913,2017-08-01,58.8
2914,2017-08-02,59.25
2915,2017-08-03,58.33
2916,2017-08-04,58.57
2917,2017-08-07,60.16
2918,2017-08-08,60.44
2919,2017-08-09,59.95
2920,2017-08-10,59.51
2921,2017-08-11,58.23
2922,2017-08-14,59.02
2923,2017-08-15,60.14
2924,2017-08-16,60.85
2925,2017-08-17,63.46
2926,2017-08-18,63.7
2927,2017-08-21,64.0
2928,2017-08-22,65.52
2929,2017-08-23,66.0
2930,2017-08-24,66.2
2931,2017-08-25,65.56
2932,2017-08-28,64.43
2933,2017-08-29,63.72
2934,2017-08-30,64.58
2935,2017-08-31,64.76
2936,2017-09-01,64.38
2937,2017-09-05,64.3
2938,2017-09-06,64.28
2939,2017-09-07,64.18
2940,2017-09-08,64.34
2941,2017-09-11,65.26
2942,2017-09-12,65.63
2943,2017-09-13,66.71
2944,2017-09-14,66.9
2945,2017-09-15,66.66
2946,2017-09-18,67.28
2947,2017-09-19,67.61
2948,2017-09-20,67.59
2949,2017-09-21,67.22
2950,2017-09-22,67.39
2951,2017-09-25,67.0
2952,2017-09-26,65.82
2953,2017-09-27,66.27
2954,2017-09-28,66.19
2955,2017-09-29,66.61
2956,2017-10-02,66.98
2957,2017-10-03,67.93
2958,2017-10-04,68.22
2959,2017-10-05,68.1
2960,2017-10-06,68.08
2961,2017-10-09,69.06
2962,2017-10-10,69.51
2963,2017-10-11,69.38
2964,2017-10-12,69.23
2965,2017-10-13,68.18
2966,2017-10-16,68.13
2967,2017-10-17,68.1
2968,2017-10-18,68.04
2969,2017-10-19,67.54
2970,2017-10-20,68.36
2971,2017-10-23,68.0
2972,2017-10-24,67.2
2973,2017-10-25,67.04
2974,2017-10-26,66.01
2975,2017-10-27,67.73
2976,2017-10-30,68.96
2977,2017-10-31,70.27
2978,2017-11-01,71.38
2979,2017-11-02,72.47
2980,2017-11-03,71.4
2981,2017-11-06,71.96
2982,2017-11-07,72.47
2983,2017-11-08,72.2
2984,2017-11-09,70.68
2985,2017-11-10,70.74
2986,2017-11-13,71.39
2987,2017-11-14,70.15
2988,2017-11-15,69.55
2989,2017-11-16,71.22
2990,2017-11-17,71.37
2991,2017-11-20,72.53
2992,2017-11-21,73.14
2993,2017-11-22,73.25
2994,2017-11-24,73.18
2995,2017-11-27,73.12
2996,2017-11-28,72.48
2997,2017-11-29,71.7
2998,2017-11-30,70.84
2999,2017-12-01,71.25
3000,2017-12-04,71.34
3001,2017-12-05,69.38
3002,2017-12-06,69.62
3003,2017-12-07,70.64
3004,2017-12-08,71.63
3005,2017-12-11,72.09
3006,2017-12-12,71.15
3007,2017-12-13,71.76
3008,2017-12-14,70.62
3009,2017-12-15,70.54
3010,2017-12-18,70.74
3011,2017-12-19,70.36
3012,2017-12-20,71.05
3013,2017-12-21,72.17
3014,2017-12-22,71.87
3015,2017-12-26,71.39
3016,2017-12-27,70.49
3017,2017-12-28,70.32
3018,2017-12-29,70.13
