,Date,High
1795,2013-02-22,21.31
1796,2013-02-25,21.32
1797,2013-02-26,20.85
1798,2013-02-27,21.31
1799,2013-02-28,21.57
1800,2013-03-01,22.28
1801,2013-03-04,22.74
1802,2013-03-05,23.08
1803,2013-03-06,23.09
1804,2013-03-07,23.0
1805,2013-03-08,22.96
1806,2013-03-11,23.0
1807,2013-03-12,22.58
1808,2013-03-13,22.48
1809,2013-03-14,22.75
1810,2013-03-15,22.39
1811,2013-03-18,22.17
1812,2013-03-19,22.33
1813,2013-03-20,22.33
1814,2013-03-21,22.95
1815,2013-03-22,23.26
1816,2013-03-25,23.88
1817,2013-03-26,23.62
1818,2013-03-27,23.83
1819,2013-03-28,23.77
1820,2013-04-01,23.62
1821,2013-04-02,23.9
1822,2013-04-03,23.88
1823,2013-04-04,23.72
1824,2013-04-05,23.41
1825,2013-04-08,23.48
1826,2013-04-09,24.0
1827,2013-04-10,24.32
1828,2013-04-11,24.57
1829,2013-04-12,24.8
1830,2013-04-15,24.99
1831,2013-04-16,24.26
1832,2013-04-17,24.1
1833,2013-04-18,23.7
1834,2013-04-19,23.63
1835,2013-04-22,23.96
1836,2013-04-23,24.45
1837,2013-04-24,24.96
1838,2013-04-25,25.29
1839,2013-04-26,25.37
1840,2013-04-29,24.91
1841,2013-04-30,24.78
1842,2013-05-01,24.72
1843,2013-05-02,24.97
1844,2013-05-03,25.25
1845,2013-05-06,25.34
1846,2013-05-07,26.79
1847,2013-05-08,26.66
1848,2013-05-09,26.49
1849,2013-05-10,26.86
1850,2013-05-13,26.83
1851,2013-05-14,26.87
1852,2013-05-15,27.68
1853,2013-05-16,27.43
1854,2013-05-17,26.98
1855,2013-05-20,27.05
1856,2013-05-21,27.13
1857,2013-05-22,27.19
1858,2013-05-23,26.27
1859,2013-05-24,26.48
1860,2013-05-28,26.77
1861,2013-05-29,26.04
1862,2013-05-30,26.5
1863,2013-05-31,26.6
1864,2013-06-03,26.62
1865,2013-06-04,26.56
1866,2013-06-05,26.25
1867,2013-06-06,26.21
1868,2013-06-07,27.09
1869,2013-06-10,27.12
1870,2013-06-11,26.88
1871,2013-06-12,26.53
1872,2013-06-13,26.46
1873,2013-06-14,26.55
1874,2013-06-17,26.85
1875,2013-06-18,26.89
1876,2013-06-19,26.78
1877,2013-06-20,26.05
1878,2013-06-21,25.43
1879,2013-06-24,25.08
1880,2013-06-25,25.0
1881,2013-06-26,25.68
1882,2013-06-27,25.98
1883,2013-06-28,25.54
1884,2013-07-01,25.54
1885,2013-07-02,25.5
1886,2013-07-03,25.64
1887,2013-07-05,26.26
1888,2013-07-08,25.99
1889,2013-07-09,26.7
1890,2013-07-10,27.07
1891,2013-07-11,27.19
1892,2013-07-12,27.44
1893,2013-07-15,27.47
1894,2013-07-16,27.45
1895,2013-07-17,29.73
1896,2013-07-18,29.83
1897,2013-07-19,29.72
1898,2013-07-22,28.42
1899,2013-07-23,28.04
1900,2013-07-24,27.92
1901,2013-07-25,28.46
1902,2013-07-26,28.34
1903,2013-07-29,28.33
1904,2013-07-30,28.23
1905,2013-07-31,28.21
1906,2013-08-01,28.45
1907,2013-08-02,28.09
1908,2013-08-05,27.8
1909,2013-08-06,27.75
1910,2013-08-07,27.51
1911,2013-08-08,27.62
1912,2013-08-09,27.7
1913,2013-08-12,28.37
1914,2013-08-13,28.6
1915,2013-08-14,28.21
1916,2013-08-15,27.83
1917,2013-08-16,27.6
1918,2013-08-19,27.44
1919,2013-08-20,27.31
1920,2013-08-21,27.49
1921,2013-08-22,28.01
1922,2013-08-23,28.32
1923,2013-08-26,28.04
1924,2013-08-27,27.46
1925,2013-08-28,27.24
1926,2013-08-29,27.45
1927,2013-08-30,27.44
1928,2013-09-03,27.87
1929,2013-09-04,28.12
1930,2013-09-05,28.35
1931,2013-09-06,28.5
1932,2013-09-09,29.32
1933,2013-09-10,29.63
1934,2013-09-11,29.41
1935,2013-09-12,30.27
1936,2013-09-13,29.47
1937,2013-09-16,30.04
1938,2013-09-17,30.0
1939,2013-09-18,30.46
1940,2013-09-19,31.05
1941,2013-09-20,31.1
1942,2013-09-23,31.03
1943,2013-09-24,31.66
1944,2013-09-25,32.03
1945,2013-09-26,33.0
1946,2013-09-27,33.85
1947,2013-09-30,33.75
1948,2013-10-01,34.44
1949,2013-10-02,34.7
1950,2013-10-03,34.36
1951,2013-10-04,35.06
1952,2013-10-07,34.69
1953,2013-10-08,34.5
1954,2013-10-09,33.33
1955,2013-10-10,33.91
1956,2013-10-11,34.37
1957,2013-10-14,34.1
1958,2013-10-15,34.32
1959,2013-10-16,34.11
1960,2013-10-17,33.01
1961,2013-10-18,33.75
1962,2013-10-21,34.35
1963,2013-10-22,34.6
1964,2013-10-23,33.84
1965,2013-10-24,33.31
1966,2013-10-25,32.95
1967,2013-10-28,32.7
1968,2013-10-29,34.0
1969,2013-10-30,33.48
1970,2013-10-31,33.12
1971,2013-11-01,33.34
1972,2013-11-04,33.66
1973,2013-11-05,33.08
1974,2013-11-06,33.3
1975,2013-11-07,33.05
1976,2013-11-08,33.12
1977,2013-11-11,33.99
1978,2013-11-12,34.52
1979,2013-11-13,35.12
1980,2013-11-14,35.89
1981,2013-11-15,35.94
1982,2013-11-18,36.19
1983,2013-11-19,35.16
1984,2013-11-20,36.22
1985,2013-11-21,36.66
1986,2013-11-22,36.63
1987,2013-11-25,36.85
1988,2013-11-26,36.75
1989,2013-11-27,37.12
1990,2013-11-29,37.35
1991,2013-12-02,37.15
1992,2013-12-03,37.07
1993,2013-12-04,38.15
1994,2013-12-05,39.31
1995,2013-12-06,39.28
1996,2013-12-09,39.2
1997,2013-12-10,40.25
1998,2013-12-11,40.16
1999,2013-12-12,40.0
2000,2013-12-13,40.2
2001,2013-12-16,40.27
2002,2013-12-17,40.0
2003,2013-12-18,40.04
2004,2013-12-19,40.38
2005,2013-12-20,40.6
2006,2013-12-23,40.8
2007,2013-12-24,40.95
2008,2013-12-26,41.05
2009,2013-12-27,40.75
2010,2013-12-30,40.58
2011,2013-12-31,40.5
2012,2014-01-02,40.49
2013,2014-01-03,40.44
2014,2014-01-06,40.32
2015,2014-01-07,41.2
2016,2014-01-08,41.72
2017,2014-01-09,41.35
2018,2014-01-10,41.35
2019,2014-01-13,41.22
2020,2014-01-14,41.14
2021,2014-01-15,41.3
2022,2014-01-16,40.75
2023,2014-01-17,40.44
2024,2014-01-21,40.05
2025,2014-01-22,40.4
2026,2014-01-23,39.77
2027,2014-01-24,38.98
2028,2014-01-27,37.94
2029,2014-01-28,38.32
2030,2014-01-29,36.31
2031,2014-01-30,35.81
2032,2014-01-31,36.33
2033,2014-02-03,36.01
2034,2014-02-04,35.86
2035,2014-02-05,35.94
2036,2014-02-06,36.75
2037,2014-02-07,37.27
2038,2014-02-10,38.13
2039,2014-02-11,38.86
2040,2014-02-12,38.91
2041,2014-02-13,38.69
2042,2014-02-14,38.45
2043,2014-02-18,38.59
2044,2014-02-19,38.33
2045,2014-02-20,38.04
2046,2014-02-21,37.96
2047,2014-02-24,37.71
2048,2014-02-25,37.58
2049,2014-02-26,38.1
2050,2014-02-27,38.48
2051,2014-02-28,39.38
2052,2014-03-03,38.66
2053,2014-03-04,39.79
2054,2014-03-05,40.15
2055,2014-03-06,39.98
2056,2014-03-07,39.91
2057,2014-03-10,38.78
2058,2014-03-11,38.3
2059,2014-03-12,37.61
2060,2014-03-13,38.42
2061,2014-03-14,38.19
2062,2014-03-17,39.36
2063,2014-03-18,39.51
2064,2014-03-19,39.94
2065,2014-03-20,38.47
2066,2014-03-21,38.27
2067,2014-03-24,38.04
2068,2014-03-25,37.07
2069,2014-03-26,36.74
2070,2014-03-27,36.15
2071,2014-03-28,36.73
2072,2014-03-31,36.58
2073,2014-04-01,36.86
2074,2014-04-02,36.86
2075,2014-04-03,36.79
2076,2014-04-04,36.05
2077,2014-04-07,34.37
2078,2014-04-08,34.43
2079,2014-04-09,35.0
2080,2014-04-10,34.98
2081,2014-04-11,33.48
2082,2014-04-14,34.04
2083,2014-04-15,34.28
2084,2014-04-16,37.3
2085,2014-04-17,36.6
2086,2014-04-21,36.65
2087,2014-04-22,36.85
2088,2014-04-23,36.19
2089,2014-04-24,35.82
2090,2014-04-25,35.1
2091,2014-04-28,35.0
2092,2014-04-29,35.89
2093,2014-04-30,36.44
2094,2014-05-01,36.69
2095,2014-05-02,37.12
2096,2014-05-05,37.05
2097,2014-05-06,37.16
2098,2014-05-07,35.99
2099,2014-05-08,34.57
2100,2014-05-09,34.1
2101,2014-05-12,34.6
2102,2014-05-13,34.68
2103,2014-05-14,34.65
2104,2014-05-15,34.19
2105,2014-05-16,33.66
2106,2014-05-19,33.99
2107,2014-05-20,34.47
2108,2014-05-21,34.39
2109,2014-05-22,34.86
2110,2014-05-23,35.08
2111,2014-05-27,35.13
2112,2014-05-28,35.17
2113,2014-05-29,35.1
2114,2014-05-30,34.93
2115,2014-06-02,34.95
2116,2014-06-03,34.97
2117,2014-06-04,34.83
2118,2014-06-05,34.99
2119,2014-06-06,36.08
2120,2014-06-09,36.32
2121,2014-06-10,36.52
2122,2014-06-11,36.84
2123,2014-06-12,36.79
2124,2014-06-13,37.06
2125,2014-06-16,35.49
2126,2014-06-17,34.94
2127,2014-06-18,35.01
2128,2014-06-19,35.2
2129,2014-06-20,34.81
2130,2014-06-23,34.22
2131,2014-06-24,33.99
2132,2014-06-25,33.65
2133,2014-06-26,33.75
2134,2014-06-27,34.55
2135,2014-06-30,35.26
2136,2014-07-01,35.7
2137,2014-07-02,35.91
2138,2014-07-03,36.15
2139,2014-07-07,36.23
2140,2014-07-08,35.66
2141,2014-07-09,35.07
2142,2014-07-10,34.97
2143,2014-07-11,35.56
2144,2014-07-14,35.95
2145,2014-07-15,35.94
2146,2014-07-16,34.45
2147,2014-07-17,33.9
2148,2014-07-18,33.35
2149,2014-07-21,33.64
2150,2014-07-22,33.84
2151,2014-07-23,34.92
2152,2014-07-24,36.55
2153,2014-07-25,36.33
2154,2014-07-28,36.23
2155,2014-07-29,36.16
2156,2014-07-30,36.99
2157,2014-07-31,36.49
2158,2014-08-01,36.08
2159,2014-08-04,36.66
2160,2014-08-05,36.42
2161,2014-08-06,35.94
2162,2014-08-07,36.0
2163,2014-08-08,35.96
2164,2014-08-11,36.15
2165,2014-08-12,35.99
2166,2014-08-13,36.45
2167,2014-08-14,36.42
2168,2014-08-15,36.57
2169,2014-08-18,37.77
2170,2014-08-19,37.94
2171,2014-08-20,37.75
2172,2014-08-21,37.75
2173,2014-08-22,38.2
2174,2014-08-25,38.22
2175,2014-08-26,37.92
2176,2014-08-27,38.72
2177,2014-08-28,38.57
2178,2014-08-29,38.67
2179,2014-09-02,39.3
2180,2014-09-03,39.6
2181,2014-09-04,39.34
2182,2014-09-05,39.8
2183,2014-09-08,41.82
2184,2014-09-09,42.06
2185,2014-09-10,41.23
2186,2014-09-11,41.56
2187,2014-09-12,43.2
2188,2014-09-15,44.0
2189,2014-09-16,42.96
2190,2014-09-17,42.96
2191,2014-09-18,43.32
2192,2014-09-19,43.19
2193,2014-09-22,40.04
2194,2014-09-23,39.27
2195,2014-09-24,40.1
2196,2014-09-25,39.8
2197,2014-09-26,40.8
2198,2014-09-29,41.09
2199,2014-09-30,41.23
2200,2014-10-01,41.24
2201,2014-10-02,40.64
2202,2014-10-03,41.69
2203,2014-10-06,41.73
2204,2014-10-07,41.29
2205,2014-10-08,41.29
2206,2014-10-09,41.25
2207,2014-10-10,41.07
2208,2014-10-13,40.07
2209,2014-10-14,39.0
2210,2014-10-15,38.08
2211,2014-10-16,38.5
2212,2014-10-17,38.98
2213,2014-10-20,39.4
2214,2014-10-21,40.48
2215,2014-10-22,42.88
2216,2014-10-23,42.83
2217,2014-10-24,43.65
2218,2014-10-27,44.82
2219,2014-10-28,46.15
2220,2014-10-29,45.98
2221,2014-10-30,45.84
2222,2014-10-31,46.52
2223,2014-11-03,46.72
2224,2014-11-04,47.13
2225,2014-11-05,48.28
2226,2014-11-06,47.98
2227,2014-11-07,48.67
2228,2014-11-10,49.63
2229,2014-11-11,49.18
2230,2014-11-12,50.63
2231,2014-11-13,51.17
2232,2014-11-14,51.95
2233,2014-11-17,52.42
2234,2014-11-18,52.62
2235,2014-11-19,51.37
2236,2014-11-20,52.23
2237,2014-11-21,52.25
2238,2014-11-24,51.83
2239,2014-11-25,52.19
2240,2014-11-26,52.26
2241,2014-11-28,52.0
2242,2014-12-01,51.43
2243,2014-12-02,51.12
2244,2014-12-03,50.97
2245,2014-12-04,50.66
2246,2014-12-05,51.25
2247,2014-12-08,50.9
2248,2014-12-09,50.53
2249,2014-12-10,50.69
2250,2014-12-11,50.58
2251,2014-12-12,51.17
2252,2014-12-15,50.92
2253,2014-12-16,50.08
2254,2014-12-17,50.25
2255,2014-12-18,51.15
2256,2014-12-19,51.47
2257,2014-12-22,51.6
2258,2014-12-23,51.46
2259,2014-12-24,50.92
2260,2014-12-26,51.06
2261,2014-12-29,51.01
2262,2014-12-30,51.27
2263,2014-12-31,51.68
2264,2015-01-02,50.78
2265,2015-01-05,49.88
2266,2015-01-06,49.88
2267,2015-01-07,49.64
2268,2015-01-08,50.23
2269,2015-01-09,50.41
2270,2015-01-12,49.93
2271,2015-01-13,49.48
2272,2015-01-14,48.09
2273,2015-01-15,47.75
2274,2015-01-16,46.59
2275,2015-01-20,47.89
2276,2015-01-21,48.38
2277,2015-01-22,49.08
2278,2015-01-23,49.23
2279,2015-01-26,49.79
2280,2015-01-27,49.28
2281,2015-01-28,50.32
2282,2015-01-29,43.8
2283,2015-01-30,44.85
2284,2015-02-02,44.76
2285,2015-02-03,45.25
2286,2015-02-04,44.98
2287,2015-02-05,44.26
2288,2015-02-06,43.66
2289,2015-02-09,43.15
2290,2015-02-10,43.18
2291,2015-02-11,43.26
2292,2015-02-12,44.16
2293,2015-02-13,44.59
2294,2015-02-17,44.54
2295,2015-02-18,43.82
2296,2015-02-19,44.42
2297,2015-02-20,44.36
2298,2015-02-23,43.99
2299,2015-02-24,43.52
2300,2015-02-25,44.72
2301,2015-02-26,44.76
2302,2015-02-27,44.57
2303,2015-03-02,44.43
2304,2015-03-03,43.95
2305,2015-03-04,44.38
2306,2015-03-05,44.31
2307,2015-03-06,44.24
2308,2015-03-09,43.93
2309,2015-03-10,42.92
2310,2015-03-11,42.99
2311,2015-03-12,43.36
2312,2015-03-13,42.98
2313,2015-03-16,43.88
2314,2015-03-17,44.16
2315,2015-03-18,44.71
2316,2015-03-19,45.45
2317,2015-03-20,45.58
2318,2015-03-23,45.54
2319,2015-03-24,44.78
2320,2015-03-25,44.93
2321,2015-03-26,44.67
2322,2015-03-27,45.67
2323,2015-03-30,45.42
2324,2015-03-31,45.2
2325,2015-04-01,44.6
2326,2015-04-02,44.36
2327,2015-04-06,44.03
2328,2015-04-07,44.22
2329,2015-04-08,45.19
2330,2015-04-09,46.17
2331,2015-04-10,45.79
2332,2015-04-13,45.59
2333,2015-04-14,45.64
2334,2015-04-15,45.83
2335,2015-04-16,46.13
2336,2015-04-17,45.44
2337,2015-04-20,44.91
2338,2015-04-21,45.18
2339,2015-04-22,44.85
2340,2015-04-23,44.06
2341,2015-04-24,44.71
2342,2015-04-27,45.1
2343,2015-04-28,44.57
2344,2015-04-29,44.05
2345,2015-04-30,43.31
2346,2015-05-01,42.68
2347,2015-05-04,42.55
2348,2015-05-05,42.0
2349,2015-05-06,41.73
2350,2015-05-07,44.98
2351,2015-05-08,44.55
2352,2015-05-11,44.14
2353,2015-05-12,44.31
2354,2015-05-13,44.67
2355,2015-05-14,44.99
2356,2015-05-15,45.07
2357,2015-05-18,44.57
2358,2015-05-19,44.66
2359,2015-05-20,43.04
2360,2015-05-21,43.86
2361,2015-05-22,44.0
2362,2015-05-26,43.5
2363,2015-05-27,43.44
2364,2015-05-28,43.42
2365,2015-05-29,43.59
2366,2015-06-01,43.63
2367,2015-06-02,43.62
2368,2015-06-03,43.78
2369,2015-06-04,43.44
2370,2015-06-05,43.26
2371,2015-06-08,42.89
2372,2015-06-09,41.95
2373,2015-06-10,42.31
2374,2015-06-11,42.21
2375,2015-06-12,41.11
2376,2015-06-15,40.67
2377,2015-06-16,41.4
2378,2015-06-17,41.52
2379,2015-06-18,41.27
2380,2015-06-19,40.93
2381,2015-06-22,40.89
2382,2015-06-23,40.8
2383,2015-06-24,41.23
2384,2015-06-25,41.38
2385,2015-06-26,41.06
2386,2015-06-29,39.78
2387,2015-06-30,39.65
2388,2015-07-01,39.78
2389,2015-07-02,39.64
2390,2015-07-06,39.12
2391,2015-07-07,38.38
2392,2015-07-08,37.49
2393,2015-07-09,38.68
2394,2015-07-10,38.42
2395,2015-07-13,38.8
2396,2015-07-14,39.03
2397,2015-07-15,38.8
2398,2015-07-16,38.96
2399,2015-07-17,39.79
2400,2015-07-20,39.98
2401,2015-07-21,39.85
2402,2015-07-22,39.63
2403,2015-07-23,39.78
2404,2015-07-24,39.58
2405,2015-07-27,38.31
2406,2015-07-28,37.92
2407,2015-07-29,37.92
2408,2015-07-30,37.69
2409,2015-07-31,37.57
2410,2015-08-03,36.98
2411,2015-08-04,37.21
2412,2015-08-05,37.71
2413,2015-08-06,37.52
2414,2015-08-07,36.76
2415,2015-08-10,37.69
2416,2015-08-11,36.77
2417,2015-08-12,34.77
2418,2015-08-13,36.61
2419,2015-08-14,36.34
2420,2015-08-17,36.24
2421,2015-08-18,36.19
2422,2015-08-19,35.67
2423,2015-08-20,34.95
2424,2015-08-21,34.02
2425,2015-08-24,32.28
2426,2015-08-25,33.03
2427,2015-08-26,32.62
2428,2015-08-27,33.77
2429,2015-08-28,33.57
2430,2015-08-31,32.99
2431,2015-09-01,32.1
2432,2015-09-02,32.03
2433,2015-09-03,32.74
2434,2015-09-04,32.29
2435,2015-09-08,32.83
2436,2015-09-09,31.8
2437,2015-09-10,31.59
2438,2015-09-11,31.43
2439,2015-09-14,30.92
2440,2015-09-15,31.22
2441,2015-09-16,31.77
2442,2015-09-17,31.33
2443,2015-09-18,30.8
2444,2015-09-21,31.74
2445,2015-09-22,30.92
2446,2015-09-23,30.57
2447,2015-09-24,29.57
2448,2015-09-25,29.71
2449,2015-09-28,29.22
2450,2015-09-29,29.23
2451,2015-09-30,29.11
2452,2015-10-01,29.0
2453,2015-10-02,30.71
2454,2015-10-05,31.2
2455,2015-10-06,31.18
2456,2015-10-07,31.99
2457,2015-10-08,32.5
2458,2015-10-09,32.69
2459,2015-10-12,33.02
2460,2015-10-13,32.82
2461,2015-10-14,32.49
2462,2015-10-15,33.49
2463,2015-10-16,33.86
2464,2015-10-19,33.63
2465,2015-10-20,33.59
2466,2015-10-21,32.43
2467,2015-10-22,31.9
2468,2015-10-23,33.36
2469,2015-10-26,33.49
2470,2015-10-27,35.47
2471,2015-10-28,35.27
2472,2015-10-29,35.15
2473,2015-10-30,35.7
2474,2015-11-02,35.48
2475,2015-11-03,35.34
2476,2015-11-04,35.24
2477,2015-11-05,35.3
2478,2015-11-06,35.2
2479,2015-11-09,34.08
2480,2015-11-10,34.13
2481,2015-11-11,34.23
2482,2015-11-12,33.84
2483,2015-11-13,33.04
2484,2015-11-16,32.99
2485,2015-11-17,33.12
2486,2015-11-18,33.02
2487,2015-11-19,33.5
2488,2015-11-20,33.3
2489,2015-11-23,33.87
2490,2015-11-24,33.19
2491,2015-11-25,33.52
2492,2015-11-27,33.08
2493,2015-11-30,33.83
2494,2015-12-01,33.89
2495,2015-12-02,36.39
2496,2015-12-03,35.72
2497,2015-12-04,35.2
2498,2015-12-07,34.92
2499,2015-12-08,34.98
2500,2015-12-09,35.84
2501,2015-12-10,34.73
2502,2015-12-11,34.15
2503,2015-12-14,33.27
2504,2015-12-15,33.39
2505,2015-12-16,33.88
2506,2015-12-17,34.08
2507,2015-12-18,33.63
2508,2015-12-21,33.3
2509,2015-12-22,34.21
2510,2015-12-23,34.58
2511,2015-12-24,34.74
2512,2015-12-28,33.91
2513,2015-12-29,34.17
2514,2015-12-30,34.04
2515,2015-12-31,33.68
2516,2016-01-04,32.35
2517,2016-01-05,32.32
2518,2016-01-06,32.46
2519,2016-01-07,31.19
2520,2016-01-08,31.54
2521,2016-01-11,30.75
2522,2016-01-12,30.97
2523,2016-01-13,31.17
2524,2016-01-14,30.57
2525,2016-01-15,29.77
2526,2016-01-19,30.0
2527,2016-01-20,29.11
2528,2016-01-21,29.8
2529,2016-01-22,30.52
2530,2016-01-25,30.39
2531,2016-01-26,30.19
2532,2016-01-27,30.53
2533,2016-01-28,30.63
2534,2016-01-29,29.51
2535,2016-02-01,29.78
2536,2016-02-02,30.23
2537,2016-02-03,28.61
2538,2016-02-04,29.23
2539,2016-02-05,29.14
2540,2016-02-08,27.97
2541,2016-02-09,27.69
2542,2016-02-10,27.81
2543,2016-02-11,26.97
2544,2016-02-12,27.32
2545,2016-02-16,29.44
2546,2016-02-17,29.66
2547,2016-02-18,30.14
2548,2016-02-19,30.23
2549,2016-02-22,31.21
2550,2016-02-23,31.38
2551,2016-02-24,31.12
2552,2016-02-25,31.36
2553,2016-02-26,31.9
2554,2016-02-29,32.46
2555,2016-03-01,32.85
2556,2016-03-02,33.24
2557,2016-03-03,33.21
2558,2016-03-04,33.93
2559,2016-03-07,34.38
2560,2016-03-08,33.82
2561,2016-03-09,33.52
2562,2016-03-10,33.6
2563,2016-03-11,33.86
2564,2016-03-14,34.08
2565,2016-03-15,33.46
2566,2016-03-16,34.08
2567,2016-03-17,34.55
2568,2016-03-18,35.21
2569,2016-03-21,36.1
2570,2016-03-22,35.61
2571,2016-03-23,35.7
2572,2016-03-24,34.86
2573,2016-03-28,35.45
2574,2016-03-29,36.43
2575,2016-03-30,37.28
2576,2016-03-31,37.02
2577,2016-04-01,36.88
2578,2016-04-04,37.5
2579,2016-04-05,36.92
2580,2016-04-06,37.0
2581,2016-04-07,37.25
2582,2016-04-08,36.92
2583,2016-04-11,36.84
2584,2016-04-12,36.83
2585,2016-04-13,37.35
2586,2016-04-14,37.5
2587,2016-04-15,37.15
2588,2016-04-18,37.0
2589,2016-04-19,36.73
2590,2016-04-20,38.18
2591,2016-04-21,38.12
2592,2016-04-22,38.09
2593,2016-04-25,37.54
2594,2016-04-26,37.54
2595,2016-04-27,37.59
2596,2016-04-28,37.44
2597,2016-04-29,36.98
2598,2016-05-02,36.74
2599,2016-05-03,36.41
2600,2016-05-04,36.09
2601,2016-05-05,37.45
2602,2016-05-06,37.31
2603,2016-05-09,37.35
2604,2016-05-10,37.58
2605,2016-05-11,37.63
2606,2016-05-12,37.51
2607,2016-05-13,37.07
2608,2016-05-16,37.79
2609,2016-05-17,37.7
2610,2016-05-18,37.5
2611,2016-05-19,37.23
2612,2016-05-20,36.72
2613,2016-05-23,36.94
2614,2016-05-24,37.63
2615,2016-05-25,36.96
2616,2016-05-26,36.85
2617,2016-05-27,37.88
2618,2016-05-31,38.08
2619,2016-06-01,37.74
2620,2016-06-02,37.22
2621,2016-06-03,37.11
2622,2016-06-06,37.2
2623,2016-06-07,36.99
2624,2016-06-08,37.3
2625,2016-06-09,37.73
2626,2016-06-10,37.14
2627,2016-06-13,36.91
2628,2016-06-14,37.44
2629,2016-06-15,37.6
2630,2016-06-16,37.45
2631,2016-06-17,37.44
2632,2016-06-20,37.68
2633,2016-06-21,37.55
2634,2016-06-22,37.52
2635,2016-06-23,37.78
2636,2016-06-24,36.95
2637,2016-06-27,36.01
2638,2016-06-28,36.14
2639,2016-06-29,37.08
2640,2016-06-30,37.58
2641,2016-07-01,38.08
2642,2016-07-05,37.77
2643,2016-07-06,37.56
2644,2016-07-07,37.76
2645,2016-07-08,37.84
2646,2016-07-11,38.15
2647,2016-07-12,38.33
2648,2016-07-13,38.01
2649,2016-07-14,38.35
2650,2016-07-15,38.18
2651,2016-07-18,37.97
2652,2016-07-19,38.49
2653,2016-07-20,38.93
2654,2016-07-21,39.25
2655,2016-07-22,39.42
2656,2016-07-25,39.21
2657,2016-07-26,38.83
2658,2016-07-27,38.77
2659,2016-07-28,38.64
2660,2016-07-29,38.52
2661,2016-08-01,38.89
2662,2016-08-02,38.67
2663,2016-08-03,38.55
2664,2016-08-04,39.03
2665,2016-08-05,39.15
2666,2016-08-08,39.27
2667,2016-08-09,39.31
2668,2016-08-10,39.98
2669,2016-08-11,41.73
2670,2016-08-12,42.98
2671,2016-08-15,43.29
2672,2016-08-16,42.79
2673,2016-08-17,42.75
2674,2016-08-18,42.97
2675,2016-08-19,43.12
2676,2016-08-22,42.87
2677,2016-08-23,42.91
2678,2016-08-24,42.77
2679,2016-08-25,42.24
2680,2016-08-26,42.61
2681,2016-08-29,42.46
2682,2016-08-30,42.74
2683,2016-08-31,42.8
2684,2016-09-01,43.1
2685,2016-09-02,43.6
2686,2016-09-06,44.85
2687,2016-09-07,44.92
2688,2016-09-08,44.72
2689,2016-09-09,44.15
2690,2016-09-12,43.65
2691,2016-09-13,43.52
2692,2016-09-14,43.62
2693,2016-09-15,44.05
2694,2016-09-16,44.02
2695,2016-09-19,43.95
2696,2016-09-20,43.38
2697,2016-09-21,44.22
2698,2016-09-22,44.87
2699,2016-09-23,43.76
2700,2016-09-26,42.74
2701,2016-09-27,43.41
2702,2016-09-28,43.72
2703,2016-09-29,43.3
2704,2016-09-30,43.25
2705,2016-10-03,43.18
2706,2016-10-04,43.5
2707,2016-10-05,43.87
2708,2016-10-06,43.82
2709,2016-10-07,43.68
2710,2016-10-10,44.07
2711,2016-10-11,44.08
2712,2016-10-12,42.78
2713,2016-10-13,42.08
2714,2016-10-14,42.25
2715,2016-10-17,41.94
2716,2016-10-18,42.6
2717,2016-10-19,42.94
2718,2016-10-20,42.69
2719,2016-10-21,42.2
2720,2016-10-24,42.68
2721,2016-10-25,42.75
2722,2016-10-26,42.44
2723,2016-10-27,42.49
2724,2016-10-28,42.22
2725,2016-10-31,42.16
2726,2016-11-01,41.34
2727,2016-11-02,42.16
2728,2016-11-03,40.75
2729,2016-11-04,40.67
2730,2016-11-07,41.23
2731,2016-11-08,41.28
2732,2016-11-09,41.39
2733,2016-11-10,41.65
2734,2016-11-11,40.52
2735,2016-11-14,40.39
2736,2016-11-15,40.45
2737,2016-11-16,41.05
2738,2016-11-17,41.65
2739,2016-11-18,41.65
2740,2016-11-21,41.48
2741,2016-11-22,41.4
2742,2016-11-23,40.98
2743,2016-11-25,41.08
2744,2016-11-28,41.7
2745,2016-11-29,41.83
2746,2016-11-30,41.67
2747,2016-12-01,41.04
2748,2016-12-02,40.32
2749,2016-12-05,40.39
2750,2016-12-06,40.42
2751,2016-12-07,40.57
2752,2016-12-08,41.6
2753,2016-12-09,41.8
2754,2016-12-12,41.53
2755,2016-12-13,41.79
2756,2016-12-14,41.53
2757,2016-12-15,40.0
2758,2016-12-16,39.22
2759,2016-12-19,38.79
2760,2016-12-20,39.18
2761,2016-12-21,39.32
2762,2016-12-22,38.79
2763,2016-12-23,38.81
2764,2016-12-27,39.06
2765,2016-12-28,39.22
2766,2016-12-29,38.93
2767,2016-12-30,39.0
2768,2017-01-03,39.18
2769,2017-01-04,40.25
2770,2017-01-05,41.37
2771,2017-01-06,41.34
2772,2017-01-09,41.66
2773,2017-01-10,42.37
2774,2017-01-11,42.59
2775,2017-01-12,42.46
2776,2017-01-13,42.46
2777,2017-01-17,42.18
2778,2017-01-18,42.15
2779,2017-01-19,42.19
2780,2017-01-20,42.54
2781,2017-01-23,42.45
2782,2017-01-24,44.22
2783,2017-01-25,45.0
2784,2017-01-26,45.08
2785,2017-01-27,44.71
2786,2017-01-30,44.22
2787,2017-01-31,44.15
2788,2017-02-01,44.26
2789,2017-02-02,44.0
2790,2017-02-03,43.99
2791,2017-02-06,44.53
2792,2017-02-07,44.59
2793,2017-02-08,45.19
